agency_id,category_major,category_minor,region,department_name,address,phone,url,target_audience,is_user_facing,valid_from,valid_to,source_document,source_page,last_verified_at,agency_type,sido,sigungu,eupmyeondong,road_address,latitude,longitude,geocode_method,geocoded_at,operating_hours,is_active,source_url
540a1aa6-0c4d-4ac9-b566-d43998984fe4,FOREIGN_EMPLOYMENT_SUPPORT,F-2-R,보은,미래전략과,,043-540-3707,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
d88bfd3a-e9fd-4362-b7d0-b7f1ba7198b2,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4R,보은,미래전략과,,043-540-3707,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
61973504-13a1-4429-95ac-023228b6ae97,FOREIGN_EMPLOYMENT_SUPPORT,F-4-R,보은,미래전략과,,043-540-3707,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
f36b3dac-f6b2-42c6-9bc5-ccc8c6688014,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,보은,주민행복과,,043-540-3834,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
2a799832-ef44-42e5-be75-44587584f41e,FOREIGN_EMPLOYMENT_SUPPORT,F-2-R,옥천,성장정책과,,043-730-3782,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
4b216a4a-4a69-4b81-8b19-67fb11fde717,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4R,옥천,행정과,,043-730-3164,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
e33c044b-c97c-47c2-aacb-c3ed28894ec4,FOREIGN_EMPLOYMENT_SUPPORT,F-4-R,옥천,성장정책과,,043-730-3782,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
470e49c7-19b3-4b4f-ad06-41eabcb76a3e,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,옥천,행정과,,043-730-3164,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
d28f21b5-fdcf-4d67-9fae-4394a43a67d0,FOREIGN_EMPLOYMENT_SUPPORT,F-2-R,영동,미래전략과,,043-740-3057,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
d24bdce4-9176-42cf-ad30-6e330fdfbaa1,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4R,영동,미래전략과,,043-740-3057,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
a122d5dc-c0f1-408c-af73-f8b6dddca7a1,FOREIGN_EMPLOYMENT_SUPPORT,F-4-R,영동,미래전략과,,043-740-3057,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
6326a612-4edb-472b-a841-d28d83381673,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,영동,가족행복과,,043-740-3753,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
e1b0aa6e-bc0d-4507-b2ff-c3ece2391615,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,증평,경제기업과,,043-835-4052,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
18e55939-b639-4b71-856d-0ef726844c29,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,진천,인구정책과,,043-539-4282,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
e1473248-7e21-47e5-9725-9d740a98c757,FOREIGN_EMPLOYMENT_SUPPORT,F-2-R,괴산,미래전략과,,043-830-3208,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
4d641d74-3a45-4333-96e3-99e4c2f7be81,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4R,괴산,미래전략과,,043-830-3208,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
ecc15bb5-895d-4861-b2d6-9e67eda9131b,FOREIGN_EMPLOYMENT_SUPPORT,F-4-R,괴산,미래전략과,,043-830-3208,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
a5804287-f349-45c3-9136-634f68e0968f,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,괴산,경제과,,043-830-3328,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
64cde7c4-6ef3-4ed7-b3df-6bcd9c5a5c2e,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,음성,복지정책과,,043-871-5422,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
79c68da4-3647-4213-b228-a75a20eff7fd,FOREIGN_EMPLOYMENT_SUPPORT,F-2-R,단양,미래전략과,,043-420-3115,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
886d6d3d-14b3-47d5-a558-8792ba79dd86,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4R,단양,미래전략과,,043-420-3115,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
e14e74cf-fae6-4bd0-a285-038a5e98de88,FOREIGN_EMPLOYMENT_SUPPORT,F-4-R,단양,미래전략과,,043-420-3115,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
6c220461-dc52-422f-b6ea-92681a34605c,FOREIGN_EMPLOYMENT_SUPPORT,E-7-4-GENERAL,단양,미래전략과,,043-420-3115,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
c62f96df-f4b1-4a66-ba7e-3f311505c19b,FOREIGN_EMPLOYMENT_SUPPORT,VISA_STATUS_CHANGE,청주(관할:전지역),청주출입국·외국인사무소 관리과,,043-230-9010,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
41739526-bc52-4bfe-a9c2-ea095d7f7c3f,FOREIGN_EMPLOYMENT_SUPPORT,VISA_STATUS_CHANGE,옥천|영동,대전출입국·외국인사무소 관리과,,"042-220-2001~2,4",,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.5,5,2026-08-12,,,,,,,,,,,true,
2e4e1b37-54b1-4bc5-8732-232480aeb7be,FOREIGN_EMPLOYMENT_SUPPORT,VISA_PROPOSAL_SYSTEM,충청북도,외국인정책추진단,,043-220-2693,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
095a022e-065b-4dbf-9769-f5ccedf77037,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,충청북도,외국인정책추진단,,043-220-2702,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
8757abf9-f9a9-4691-8c5e-86859961497c,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,제천,투자유치과,,043-641-6674,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
89101f3f-21bc-4830-871b-e165bea6a84e,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,보은,경제정책실,,043-540-3182,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
ee797bcb-c5e1-4062-a152-e4a94ba19149,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,옥천,경제과,,043-730-3383,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
d7f00002-dece-447d-943c-49d571ba50fd,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,영동,경제과,,043-740-3725,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
7440544b-2223-4275-9079-70c3b174ba81,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,괴산,경제과,,043-830-3328,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
90230fd8-ad86-460b-b65e-691e49c6363e,FOREIGN_EMPLOYMENT_SUPPORT,EMPLOYMENT_ENV_IMPROVEMENT,단양,미래전략과,,043-420-3115,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.6,6,2026-08-12,,,,,,,,,,,true,
94f8e4f1-847c-4dca-8c1a-9dc9ce5ef604,STUDENT_WORK_STUDY_LINKAGE,GWANGYEOK_VISA_PROGRAM,충청북도,외국인정책추진단,,043-220-2712,,STUDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.7,7,2026-08-12,,,,,,,,,,,true,
4640a9d1-1972-41ee-9faa-4749a1fff63c,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,충청북도,외국인정책추진단,,043-220-2712,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
46c345ea-ce00-446f-a031-1bbda21aadb6,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,제천,미래정책과,,043-641-5982,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
424d801f-1fb9-4b41-b56b-9fb16afc0ad3,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,보은,미래전략과,,043-540-3707,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
f7aa0460-5b32-4434-8d39-fd0a6d919fc6,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,옥천,성장정책과,,043-730-3782,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
f01d1618-2f59-4b3e-ab7a-43238ba784af,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,영동,미래전략과,,043-740-3057,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
9fefd869-8ed9-43e2-9fdf-6a22326ffa29,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,괴산,미래전략과,,043-830-3208,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
4beb4763-f201-4564-b0b1-0c886f149a8c,STUDENT_WORK_STUDY_LINKAGE,HIRING_INCENTIVE,단양,미래전략과,,043-420-3115,,COMPANY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.11,11,2026-08-12,,,,,,,,,,,true,
ff427224-b813-44a5-9d86-5d0b6a99cc9b,STUDENT_WORK_STUDY_LINKAGE,K_GUARDIAN_PROGRAM,충청북도,외국인정책추진단,,043-220-2712,,STUDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.12,12,2026-08-12,,,,,,,,,,,true,
d4d84a96-f6c6-4960-b27c-8db495802d62,STUDENT_WORK_STUDY_LINKAGE,K_GUARDIAN_PROGRAM,충청북도,(재)충북인재평생교육진흥원,,043-229-6132,,STUDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.12,12,2026-08-12,,,,,,,,,,,true,
cdc5fe1d-e801-41a2-a634-f34ece0e341f,STUDENT_WORK_STUDY_LINKAGE,PARTTIME_SAFETY_EDUCATION,충청북도,외국인정책추진단,,043-220-2713,,STUDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.12,12,2026-08-12,,,,,,,,,,,true,
aa637293-5f3d-4ede-9981-767b598bad8b,STUDENT_WORK_STUDY_LINKAGE,STUDY_IN_CHUNGBUK_OPERATION,충청북도,외국인정책추진단,,043-220-2713,,STUDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.14,14,2026-08-12,,,,,,,,,,,true,
62776927-d062-4576-b2c8-a2f90544fe43,FOREIGN_RESIDENT_SETTLEMENT,COMMUNICATION_BRIDGE_POLICY,충청북도,외국인정책추진단,,043-220-2693,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.15,15,2026-08-12,,,,,,,,,,,true,
5c9ceaa1-00d0-4d8b-bf3c-cec9c523049d,FOREIGN_RESIDENT_SETTLEMENT,AWARENESS_EDUCATION,충청북도,외국인정책추진단,,043-220-2694,,DOMESTIC_WORKER,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.16,16,2026-08-12,,,,,,,,,,,true,
1d87c2e4-a9d5-41f2-a742-5095b3f4be92,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,청주,자치행정과,,043-201-1583,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
25f8f188-2208-4c1e-8d4f-8adb7815efd6,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,제천,미래정책과,,043-641-5982,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
8655ea5d-c96e-4236-a353-714334b7dde0,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,보은,주민행복과,,043-540-3834,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
29f6af4c-abfc-4050-a07e-7c6b0d67a06a,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,영동,가족행복과,,043-740-3753,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
fd99f1ba-12ec-447d-bc64-b70db51adbea,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,증평,행복돌봄과,,043-835-4835,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
aaaf7364-08db-4157-b5eb-f61a0df853c1,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,진천,인구정책과,,043-539-4282,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
11d7d631-42ff-4510-9b41-d14dc1038dc8,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,음성,복지정책과,,043-871-5422,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
3c1159bc-19eb-46b0-b1e8-6bf753f9d31b,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,단양,미래전략과,,043-420-3115,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
a2331a42-c71f-483b-825e-6ce57d3dc7a1,FOREIGN_RESIDENT_SETTLEMENT,SETTLEMENT_PROGRAM,충청북도,외국인정책추진단,,043-220-2702,,FOREIGN_RESIDENT,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
806a1a9a-6b4c-4966-b0ce-8ae80d905123,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,제천,미래정책과,,043-641-5982,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
cab714b5-6be1-4aa4-8629-f575b9eb5fcf,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,보은,경제정책실,,043-540-3537,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
a07d912e-30e2-4cd5-9458-95e2c2d06a46,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,옥천,경제과,,043-730-3392,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
4c2f186d-a903-480e-b2b5-e8f841ba45ef,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,증평,경제기업과,,043-835-4052,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
3b319984-acd9-4c7a-b9bb-34648d0192fe,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,진천,인구정책과,,043-539-4282,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
24735685-18b7-4d76-bd63-f889d3f4582f,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,괴산,경제과,,043-830-3328,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
29a5a85d-cf51-4184-9eb4-21ffe423bd90,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,음성,일자리경제과,,043-871-3653,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
844f1464-668d-49e0-8aca-2382a96096df,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,단양,미래전략과,,043-420-3115,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
82df4569-1b12-4bdf-831c-6e9481ca16da,FOREIGN_RESIDENT_SETTLEMENT,WORKER_RIGHTS_PROGRAM,충청북도,외국인정책추진단,,043-220-2702,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.17,17,2026-08-12,,,,,,,,,,,true,
03443cba-da01-4fdb-abef-86bfa0739118,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,청주,청주시가족센터,청주시 서원구 무심서로 333(모충동),043-263-1817,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
d131e98a-4fe6-4b2a-990f-accd5a0cf904,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,청주,청원다문화가족지원센터,"청주시 상당구 남일면 단재로 480, 2층",043-293-8887,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
1a19596b-7faf-4e50-b2e0-337760d47ce0,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,충주,충주시가족센터,"충주시 사직산21길 34, 복합복지관",043-856-2253,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
4d3b2606-a580-47e5-8c31-98cc6761550e,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,제천,제천시가족센터,제천시 강명길 24-12 제천남부사회복지관 2층,043-643-0050,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
cb9c9866-aedc-45be-999c-956992d8ce9d,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,보은,보은군가족센터,보은군 보은읍 뱃들4길 11-14,043-544-5422,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
ce8856b2-a276-4881-a5da-8f90d7e82b26,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,옥천,옥천군가족센터,"옥천군 옥천읍 삼금로4길 6, 옥천통합복지센터 5층",043-733-1915,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
59a3b9d2-37fa-445f-9363-de5be1d9a33f,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,영동,영동군가족센터,영동군 영동읍 성안길 9-4,043-745-8489,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
9d2baef8-7f9e-4efd-9406-5fbe5e245273,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,증평,증평군가족센터,증평군 증평읍 보건복지로 56-2,043-835-3572,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
