mapping_id,visa_id,source_table,source_row_id,source_group_id,source_group_path,target_table,target_row_id,mapping_action,target_condition_group,target_condition_operator,source_document_id,source_document_name,source_page,source_page_basis,page_mapping_method,valid_from,valid_to,validity_mapping_method,mapping_status,blocking_reason,recommended_destination,mapping_note
c7b1aa35-612a-5b95-a6fc-d8382e511a82,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,4c4efe99-a839-57e8-a002-595dfe9a2abd,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
99bd6992-d836-52fb-8f22-9a641541a2c0,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,dc65cc6f-47e4-50b5-b742-28086578f8c0,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
5bf204a3-07df-5ac7-97e0-23d656d01a81,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,7fb2b36c-5af1-5281-b7ee-8a5d80a66873,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
da2eaeff-d1cb-5ea1-ac13-bb1c865eefa7,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,c2b66cb5-dea6-5211-859a-3ab090a569d5,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
7feae56a-682e-5654-b7da-8ed64bac2c82,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,f5f44a24-d4f0-5f04-83d4-b20942f31ba9,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
381fa065-6ff9-5a61-ac97-68ad00a21edd,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,420b0553-817a-5202-a02f-5e342319af5c,095770ae-5970-5239-b762-5677b5ff93bc,root > economic_activity > entrepreneurship,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
73830f44-bc2f-5c5b-81dd-8cbfd8d77b81,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,9c04bb1f-ecc6-5c42-b7dc-72b997de2d2e,095770ae-5970-5239-b762-5677b5ff93bc,root > economic_activity > entrepreneurship,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
33e49095-305b-55d4-8c9a-f75ad236cc00,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,6f0b4d1c-81ad-5796-abcc-c8a7db09f2a4,095770ae-5970-5239-b762-5677b5ff93bc,root > economic_activity > entrepreneurship,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
518c9855-7509-5c75-b790-d05c0189a8c2,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,858aaf7b-8296-5843-81f4-a71868f4f781,095770ae-5970-5239-b762-5677b5ff93bc,root > economic_activity > entrepreneurship,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
134986c9-fcdc-580f-acd3-05c0e8bcb246,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,5dc8eee8-783c-5073-a562-92e6718e815e,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,bc148cef-dfd1-48ba-94a3-e741f0dfceb9,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
a925514a-9e01-59d3-af99-78b1c4d18bc1,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,d1cdcfbf-9e6f-5d9e-ab6a-ef633982b8f3,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,867ccb5e-4cbf-4c21-8578-25b7cd0aaa09,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
9ef8f452-839a-52d3-a792-7b899455da24,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,d1ab8498-0257-5f71-8bc9-ced94b6fb465,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,14e1bc27-7fe2-401c-8ddc-33d40859c909,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
e0b3101c-9c46-568f-aa89-6d6a0a0e4438,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,9c66ff41-704d-543a-a070-1effa026518a,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,bf092cb3-cc6f-43be-ae82-86814b97fcc7,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
2c14b03d-dfe7-5022-ba3f-f602c081bb74,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,7125ed91-1e53-5bfa-b9cb-8ff41b79e2e1,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,99edfa3b-995c-4e0f-bb77-85ffe2bbbbc3,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
9067bd3d-8f03-56d2-9e65-79aa9612560d,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,5d8907d5-fca3-550c-9099-3d999a4ff662,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,7b0b1a2e-b10d-4f5b-841b-21ad26fe346a,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
52073610-8c28-5f9a-a1ce-81962db3a245,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,1a87d293-e2c3-5733-b4a0-1030f1981670,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,root > conduct,visa_requirement_criteria.csv,3825e580-8333-4e0e-8d56-ad84d643a7ff,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
0b242df4-9c86-5fb1-9076-e3aadaa57a2c,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,78259b0d-f1cb-5474-a327-0f760074aa4b,9ba1bf6d-1136-51af-9801-ec9a72182d23,root > language,visa_requirement_criteria.csv,00e742d0-527e-4568-9526-1cd931a3f4cd,direct,G1,OR,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2026-08-03,2026-09-18,source_row_interval,ready,,visa_requirement_criteria.csv,세 언어요건은 실제 대체조건이므로 F-2-R 로컬 OR 그룹 G1로 매핑한다.
3661320a-92af-54d4-833d-0b9367cb078d,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,873209f1-e505-5d86-8909-5ea608398994,9ba1bf6d-1136-51af-9801-ec9a72182d23,root > language,visa_requirement_criteria.csv,4853502b-96c3-484f-a11b-3a9b502565b3,direct,G1,OR,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,6,converted_pdf_page,manual_verified_criteria_page_rule,2026-08-03,2026-09-18,source_row_interval,ready,,visa_requirement_criteria.csv,세 언어요건은 실제 대체조건이므로 F-2-R 로컬 OR 그룹 G1로 매핑한다.
