fact_id,visa_code,announcement_round,fact_domain,fact_key,fact_name_kr,value_text,value_number,unit,source_document_id,source_section,source_block_index,source_table_index,source_text,extraction_status,confidence
fb4ecc0f-d3d3-524b-adbc-2b44746849f1,F-2-R,17,regional_quota,quota:보은군:recommended,보은군 기추천 인원,,41.0,person,r17_announcement_2026_df1fdde9,0,,5,보은 | 70 | 41 | 29,auto_extracted,0.98
d745bd8e-dc51-5999-b7f6-c5ac3e61a575,F-2-R,17,regional_quota,quota:보은군:remaining,보은군 잔여 인원,,29.0,person,r17_announcement_2026_df1fdde9,0,,5,보은 | 70 | 41 | 29,auto_extracted,0.98
45901527-f1cd-5d6a-81a2-ac75f308bd41,F-2-R,17,regional_quota,quota:영동군:allocated,영동군 배정 인원,,33.0,person,r17_announcement_2026_df1fdde9,0,,5,영동 | 33 | 9 | 24,auto_extracted,0.98
69cea9b1-11f7-55cc-b97f-51edda5a22c2,F-2-R,17,regional_quota,quota:영동군:recommended,영동군 기추천 인원,,9.0,person,r17_announcement_2026_df1fdde9,0,,5,영동 | 33 | 9 | 24,auto_extracted,0.98
3c0070bb-ad73-5bd2-8d54-f8bbaaad9afe,F-2-R,17,regional_quota,quota:영동군:remaining,영동군 잔여 인원,,24.0,person,r17_announcement_2026_df1fdde9,0,,5,영동 | 33 | 9 | 24,auto_extracted,0.98
03ccd2a3-929b-514a-be64-30d58938acc2,F-2-R,17,regional_quota,quota:옥천군:allocated,옥천군 배정 인원,,50.0,person,r17_announcement_2026_df1fdde9,0,,5,옥천 | 50 | 24 | 26,auto_extracted,0.98
d4d03484-a304-557b-b003-5520f54eaea4,F-2-R,17,regional_quota,quota:옥천군:recommended,옥천군 기추천 인원,,24.0,person,r17_announcement_2026_df1fdde9,0,,5,옥천 | 50 | 24 | 26,auto_extracted,0.98
7b01a677-eb6a-506b-85a7-774868ee4d1d,F-2-R,17,regional_quota,quota:옥천군:remaining,옥천군 잔여 인원,,26.0,person,r17_announcement_2026_df1fdde9,0,,5,옥천 | 50 | 24 | 26,auto_extracted,0.98
3a92c4a3-d370-5d1e-9e29-bb59e689a8eb,F-2-R,17,regional_quota,quota:제천시:allocated,제천시 배정 인원,,84.0,person,r17_announcement_2026_df1fdde9,0,,5,제천 | 84 | 51 | 33,auto_extracted,0.98
8c0edbaa-40ee-55ef-8e32-7cad690a6ee5,F-2-R,17,regional_quota,quota:제천시:recommended,제천시 기추천 인원,,51.0,person,r17_announcement_2026_df1fdde9,0,,5,제천 | 84 | 51 | 33,auto_extracted,0.98
3f2228ef-5d4a-582d-ab47-dbb7fee2f4fd,F-2-R,17,regional_quota,quota:제천시:remaining,제천시 잔여 인원,,33.0,person,r17_announcement_2026_df1fdde9,0,,5,제천 | 84 | 51 | 33,auto_extracted,0.98
608aa02e-ae9c-52c3-84b5-442a0fbbd12d,F-2-R,17,requirement,requirement:income,연간 소득 기준,,30539916.0,KRW/year,r17_announcement_2026_df1fdde9,0,40,7,"국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가",auto_extracted,0.98
e0f5e821-46a0-58d3-bf22-5827b1768000,F-2-R,17,requirement,requirement:kiip,사회통합프로그램 이수 단계,,3.0,level,r17_announcement_2026_df1fdde9,0,40,7,"우 / ⑤ 최근 3년 이내에 3회 이상 범칙금 처분을 받은 경우 / ⑥ 「출입국관리법」 제11조 제1항에서 정한 입국금지 대상자 /  (준법 시민교육) 지역특화형 우수인재 자격변경 및 연장 허가 예정자 중 국내법 위반 사실이 확인된 자(위 품행 단정 요건 결격사유 해당자 제외) / ※ 준법 시민교육 관련 세부사항 및 신청절차【붙임7】참조 / 마. 기본소양 (하나만 구비 하면 족함) /  사회통합프로그램 3단계 이상 이수(사전평가에서 4단계 이상 배정 포함) /  한국어능력시험(TOPIK) 3급 이상 취득 / 바. 고용주 요건 / ❍ (세금체납 관련) 고용업체에 세금(국세, 지방세) 체납 사실이 없을 것 / ❍ (고용가능인원) 내국인 고용인원 규모에 따라 차등적용 / * 최저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 / - (허용인원 산정 기준) 허용계산 값의 소수점 이하는 올림하며,",auto_extracted,0.98
30fc5ad1-1a5e-5358-a855-e65318495f7c,F-2-R,17,requirement,requirement:preassessment,사회통합프로그램 사전평가 배정 단계,,4.0,level,r17_announcement_2026_df1fdde9,0,40,7,"이상 범칙금 처분을 받은 경우 / ⑥ 「출입국관리법」 제11조 제1항에서 정한 입국금지 대상자 /  (준법 시민교육) 지역특화형 우수인재 자격변경 및 연장 허가 예정자 중 국내법 위반 사실이 확인된 자(위 품행 단정 요건 결격사유 해당자 제외) / ※ 준법 시민교육 관련 세부사항 및 신청절차【붙임7】참조 / 마. 기본소양 (하나만 구비 하면 족함) /  사회통합프로그램 3단계 이상 이수(사전평가에서 4단계 이상 배정 포함) /  한국어능력시험(TOPIK) 3급 이상 취득 / 바. 고용주 요건 / ❍ (세금체납 관련) 고용업체에 세금(국세, 지방세) 체납 사실이 없을 것 / ❍ (고용가능인원) 내국인 고용인원 규모에 따라 차등적용 / * 최저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 / - (허용인원 산정 기준) 허용계산 값의 소수점 이하는 올림하며, 지역특화 우수인재(F-2-R)",auto_extracted,0.98
5ffa213c-2de0-5963-89a2-c5fc321c604c,F-2-R,17,requirement,requirement:topik,TOPIK 등급,,3.0,grade,r17_announcement_2026_df1fdde9,0,40,7,"조 제1항에서 정한 입국금지 대상자 /  (준법 시민교육) 지역특화형 우수인재 자격변경 및 연장 허가 예정자 중 국내법 위반 사실이 확인된 자(위 품행 단정 요건 결격사유 해당자 제외) / ※ 준법 시민교육 관련 세부사항 및 신청절차【붙임7】참조 / 마. 기본소양 (하나만 구비 하면 족함) /  사회통합프로그램 3단계 이상 이수(사전평가에서 4단계 이상 배정 포함) /  한국어능력시험(TOPIK) 3급 이상 취득 / 바. 고용주 요건 / ❍ (세금체납 관련) 고용업체에 세금(국세, 지방세) 체납 사실이 없을 것 / ❍ (고용가능인원) 내국인 고용인원 규모에 따라 차등적용 / * 최저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 / - (허용인원 산정 기준) 허용계산 값의 소수점 이하는 올림하며, 지역특화 우수인재(F-2-R) 체류자격을 가진 사람만 외국인 고용인원으로 산정 / ❍ (",auto_extracted,0.98
b825f1d4-3ec9-574f-9352-20291dcc9264,F-2-R,17,requirement,requirement:employment_start,근로 시작 기한,,3.0,month,r17_announcement_2026_df1fdde9,0,40,7,"※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으",auto_extracted,0.98
0a2c1b10-bbbf-594c-8aac-5c833d54bef5,F-2-R,17,requirement,requirement:contract_years,근로계약 최소기간,,1.0,year,r17_announcement_2026_df1fdde9,0,40,7,"가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한)",auto_extracted,0.98
b698bf95-f330-58cf-b4c7-4af085753489,F-2-R,17,requirement,requirement:investment,창업 총 투자금액,,200000000.0,KRW,r17_announcement_2026_df1fdde9,0,40,7,"인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한",auto_extracted,0.98
4bf063e7-885f-50a8-bc6a-f3a3c523c3ad,F-2-R,17,requirement,requirement:foreign_capital,해외 반입 외국자본,,100000000.0,KRW,r17_announcement_2026_df1fdde9,0,40,7,"업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (기간) 허가일 기준 최초 2년은 추천지역",auto_extracted,0.98
02601af3-f2d9-532c-9496-1d0b8ab72edf,F-2-R,17,requirement,requirement:initial_residence,최초 추천지역 실거주기간,,2.0,year,r17_announcement_2026_df1fdde9,0,40,7,"/ - (제출서류) 임대차계약서, 숙소제공확인서(숙소제공 예정인 경우 숙소제공예정자의 확인 서명 등 필요) 등 실거주 예정임을 확인할 수 있는 서류 / ※ 지자체와 지방출입국‧외국인관서에 동일 서류 제출 / - (참고 사항) 임대차계약서의 계약일부터 전입신고일까지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여",auto_extracted,0.98
a0dcb9ac-370c-5f58-b439-0cd04a885318,F-2-R,17,requirement,requirement:stay_initial,최초 체류기간 상한,,1.0,year,r17_announcement_2026_df1fdde9,0,40,7,"따라 10인 이상의 외국인을 초청한 자로서 피초청 외국인 과반수가 불법체류 중인 사람 / ⑦ 신청일부터 최근 1개월간 「출입국관리법」제19조(외국인고용주 신고의무) 또는 제19조의4(유학생 초청기관장의 신고의무)에 의한 신고의무를 2회 이상 게을리하여 과태료를 납부한 날로부터 1개월이 경과하지 아니한 자 / 3. 체류허가 사항 / 가. 체류자격 : F-2-R(지역특화형 우수인재) / 나. 체류기간 : 최대 1년 부여 ※ (연장 시) 최초연장 1년, 이후 최대 2년 내 부여",auto_extracted,0.98
2ed23ba8-c8d1-5ff2-abf8-21977c78ab99,F-2-R,17,requirement,requirement:stay_later_extension,후속 연장기간 상한,,2.0,year,r17_announcement_2026_df1fdde9,0,40,7,"가 불법체류 중인 사람 / ⑦ 신청일부터 최근 1개월간 「출입국관리법」제19조(외국인고용주 신고의무) 또는 제19조의4(유학생 초청기관장의 신고의무)에 의한 신고의무를 2회 이상 게을리하여 과태료를 납부한 날로부터 1개월이 경과하지 아니한 자 / 3. 체류허가 사항 / 가. 체류자격 : F-2-R(지역특화형 우수인재) / 나. 체류기간 : 최대 1년 부여 ※ (연장 시) 최초연장 1년, 이후 최대 2년 내 부여",auto_extracted,0.98
2122b25a-e3d8-5e32-a695-30865009b43b,F-2-R,17,requirement,requirement:small_business_exception,지역활력 소상공인 고용특례,present,,,r17_announcement_2026_df1fdde9,0,40,7,"이상 취득 / 바. 고용주 요건 / ❍ (세금체납 관련) 고용업체에 세금(국세, 지방세) 체납 사실이 없을 것 / ❍ (고용가능인원) 내국인 고용인원 규모에 따라 차등적용 / * 최저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 / - (허용인원 산정 기준) 허용계산 값의 소수점 이하는 올림하며, 지역특화 우수인재(F-2-R) 체류자격을 가진 사람만 외국인 고용인원으로 산정 / ❍ (지역활력 소상공인 고용특례) 내국인 고용이 어려운 인구감소지역 기업의 고용애로를 감안하여, 다음의 고용특례 기준을 모두 충족하는 기업은 내국인 고용인원이 없더라도 지역특화형 우수인재(F-2-R) 1명 고용 허용 / ① (기간) ’26. 5. 18. ~ ’27. 12. 31. (※ 시범운영 후 정식 제도화 여부 결정) / ② (대상) 소상공인* 또는 농업법인** / * ｢소상공인기본법｣ 제2조에 따른 소기업 중 “소상",auto_extracted,0.98
6e470143-86fe-5d85-9c6f-e97482a40abd,F-2-R,17,requirement,requirement:small_business_allowed,특례 F-2-R 허용인원,,1.0,person,r17_announcement_2026_df1fdde9,0,40,7,"저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 / - (허용인원 산정 기준) 허용계산 값의 소수점 이하는 올림하며, 지역특화 우수인재(F-2-R) 체류자격을 가진 사람만 외국인 고용인원으로 산정 / ❍ (지역활력 소상공인 고용특례) 내국인 고용이 어려운 인구감소지역 기업의 고용애로를 감안하여, 다음의 고용특례 기준을 모두 충족하는 기업은 내국인 고용인원이 없더라도 지역특화형 우수인재(F-2-R) 1명 고용 허용 / ① (기간) ’26. 5. 18. ~ ’27. 12. 31. (※ 시범운영 후 정식 제도화 여부 결정) / ② (대상) 소상공인* 또는 농업법인** / * ｢소상공인기본법｣ 제2조에 따른 소기업 중 “소상공인”으로, ‘중소기업(소상공인) 확인서(중기부장관 발급)’로 확인 / ** ｢농어업경영체 육성 및 지원에 관한 법률｣에 따른 영농조합법인 및 농업회사법인으로, ‘농업회사법인(영농조합법",auto_extracted,0.98
14f0ca50-7232-5f06-b303-6c8bea3c4e33,F-2-R,17,requirement,requirement:small_business_years,특례 최소 업력,,3.0,year,r17_announcement_2026_df1fdde9,0,40,7,"업회사법인으로, ‘농업회사법인(영농조합법인) 설립신고확인증(시·군·구청장 발급)’으로 확인 / ③ (업종) 소상공인은 제조업(10~34), 도·소매업(45~47), 음식점업(561)*에 한정, 농업법인은 업종에 관계없이 허용 / * 한국표준산업분류에 따른 대분류 기준이며, 음식점업은 소분류 기준으로 ‘주점 및 비알코올 음료점업(562)’를 제외한 ‘음식점업(561)’만 허용 / ④ (업력) 사업 운영기간 3년 이상(사업개시일로부터 3년 이상) / ⑤ (매출액) 전년도 매출액 1억원 이상 / ※ 단, 전년도 매출액 1억원 미만이더라도 2년 간 평균액이 1억원 이상이면 허용 /  고용주가 아래의 경우에 해당하지 않을 것 / ① 아래 법률의 위반으로 금고 이상의 형 선고·집행유예 선고 또는 500만원 이상의 벌금형 선고나 범칙금 처분을 받은 자 / - 형의 집행이 종료되거나 집행을 받지 아니하기로 한 날",auto_extracted,0.98
2a08fc1f-85af-5bfb-9e68-cb338e7a5dd0,F-2-R,17,requirement,requirement:small_business_sales,특례 최소 매출액,,100000000.0,KRW/year,r17_announcement_2026_df1fdde9,0,40,7,"발급)’으로 확인 / ③ (업종) 소상공인은 제조업(10~34), 도·소매업(45~47), 음식점업(561)*에 한정, 농업법인은 업종에 관계없이 허용 / * 한국표준산업분류에 따른 대분류 기준이며, 음식점업은 소분류 기준으로 ‘주점 및 비알코올 음료점업(562)’를 제외한 ‘음식점업(561)’만 허용 / ④ (업력) 사업 운영기간 3년 이상(사업개시일로부터 3년 이상) / ⑤ (매출액) 전년도 매출액 1억원 이상 / ※ 단, 전년도 매출액 1억원 미만이더라도 2년 간 평균액이 1억원 이상이면 허용 /  고용주가 아래의 경우에 해당하지 않을 것 / ① 아래 법률의 위반으로 금고 이상의 형 선고·집행유예 선고 또는 500만원 이상의 벌금형 선고나 범칙금 처분을 받은 자 / - 형의 집행이 종료되거나 집행을 받지 아니하기로 한 날, 집행유예를 선고받고 그 판결이 확정된 날 또는 벌금이나 범칙금을 납부한",auto_extracted,0.98
91b85f82-debe-58f1-b440-4012e538c47e,F-2-R,17,attachment_form,form:지역특화형비자안내문,붙임 서식: 지역특화형 비자 안내문,present,,,r17_attachment_2026_07f157ee,0,2,,1. 지역특화형 비자 안내문 1부.,auto_extracted,0.98
0fae500e-da56-5f92-8131-cc7795c5d7df,F-2-R,17,attachment_form,form:지역특화형비자취업제한분야(법무부),붙임 서식: 지역특화형 비자 취업제한 분야(법무부),present,,,r17_attachment_2026_07f157ee,0,3,,2. 지역특화형 비자 취업제한 분야(법무부) 1부.,auto_extracted,0.98
8678578e-1119-5330-ae15-ae6aa29cc663,F-2-R,17,attachment_form,form:준법시민교육,붙임 서식: 준법시민교육,present,,,r17_attachment_2026_07f157ee,0,4,,3. 준법시민교육 1부.,auto_extracted,0.98
d9d6bff0-0c42-5ad5-ab1d-56fd7e6d118a,F-2-R,17,attachment_form,form:출입국관리법시행규칙별표5“사증발급신청등첨부서류”에관한고시,붙임 서식: 출입국관리법시행규칙 별표5 “사증발급신청 등 첨부서류”에 관한 고시,present,,,r17_attachment_2026_07f157ee,0,5,,4. 출입국관리법시행규칙 별표5 “사증발급신청 등 첨부서류”에 관한 고시 1부.,auto_extracted,0.98
3344843b-e22f-5e6c-963a-c2a7df9412a0,F-2-R,17,attachment_form,form:지역특화형비자사업추천서발급신청서,붙임 서식: 지역특화형 비자사업 추천서 발급 신청서,present,,,r17_attachment_2026_07f157ee,0,6,,5. 지역특화형 비자사업 추천서 발급 신청서 1부.,auto_extracted,0.98
70d0993f-ae28-5abc-a4ee-9d7c4b25c628,F-2-R,17,attachment_form,form:거주/숙소제공확인서,붙임 서식: 거주/숙소제공 확인서,present,,,r17_attachment_2026_07f157ee,0,7,,6. 거주/숙소제공 확인서 1부.,auto_extracted,0.98
5fdb0372-18b8-5811-8e43-9dc1d23bd426,F-2-R,17,attachment_form,form:확약서,붙임 서식: 확 약 서,present,,,r17_attachment_2026_07f157ee,0,8,,7. 확 약 서 1부.,auto_extracted,0.98
13b3c91b-bb35-50b9-aa72-723b7f28e81e,F-2-R,17,attachment_form,form:위임장,붙임 서식: 위 임 장,present,,,r17_attachment_2026_07f157ee,0,9,,8. 위 임 장 1부.,auto_extracted,0.98
5cf97932-75d8-5015-a7e5-83cce4029724,F-2-R,17,attachment_form,form:지역우수인재추천서,붙임 서식: 지역우수인재 추천서,present,,,r17_attachment_2026_07f157ee,0,10,,9. 지역우수인재 추천서 1부.,auto_extracted,0.98
09e776d1-01ae-5284-933d-487e3c5cb468,F-2-R,17,attachment_form,form:수령증,붙임 서식: 수 령 증,present,,,r17_attachment_2026_07f157ee,0,11,,10. 수 령 증 1부.,auto_extracted,0.98
766cb796-be89-5827-9be4-3f1801bb086f,F-2-R,17,attachment_form,form:외국인근로자표준근로계약서(예시),붙임 서식: 외국인근로자 표준근로계약서(예시),present,,,r17_attachment_2026_07f157ee,0,12,,11. 외국인근로자 표준근로계약서(예시) 1부.,auto_extracted,0.98
fbb524b0-11e0-5590-875e-05984ee8f522,F-2-R,17,attachment_form,form:관할출입국·외국인사무소비자신청제출서류,붙임 서식: 관할 출입국･외국인사무소 비자 신청 제출서류,present,,,r17_attachment_2026_07f157ee,0,13,,12. 관할 출입국･외국인사무소 비자 신청 제출서류 1부.,auto_extracted,0.98
fafe3c82-29fa-5a95-a170-d5a8836dd1bb,F-2-R,17,attachment_form,form:지역특화형우수인재허가조건변경신청서,붙임 서식: 지역특화형 우수인재 허가조건 변경 신청서,present,,,r17_attachment_2026_07f157ee,0,14,,13. 지역특화형 우수인재 허가조건 변경 신청서 1부.,auto_extracted,0.98
5f60b7c5-d9c2-5ee2-8e19-b8893dc5365c,F-2-R,17,attachment_form,form:중소기업확인서,붙임 서식: 중소기업 확인서,present,,,r17_attachment_2026_07f157ee,0,15,,14. 중소기업 확인서 - 지역활력 소상공인 고용특례 해당할 경우 1부.,auto_extracted,0.98
88dddb5c-e6ec-5054-bcab-812eefc14286,F-2-R,17,attachment_form,form:영농조합법인설립신고확인증,붙임 서식: 영농조합법인 설립신고확인증,present,,,r17_attachment_2026_07f157ee,0,16,,15. 영농조합법인 설립신고확인증 - 지역활력 소상공인 고용특례 해당할 경우 1부.,auto_extracted,0.98
db08fdd9-eb36-5326-871d-85179fed5601,F-2-R,17,attachment_form,form:농업회사법인설립신고확인증,붙임 서식: 농업회사법인 설립신고확인증,present,,,r17_attachment_2026_07f157ee,0,17,,16. 농업회사법인 설립신고확인증 - 지역활력 소상공인 고용특례 해당할 경우 1부.,auto_extracted,0.98
8ddd09fd-fd4e-51d7-83f7-76c81413a061,F-2-R,17,attachment_content,attachment:permission_notice_language,허가조건 안내 언어,ko_en,,,r17_attachment_2026_07f157ee,0,21,1,"| 【 허가조건 】 / Conditions of Permission | | 1. 공통 Common Requirements / ❍ 자격요건(거주지 요건, 취·창업 요건, 소득요건 등)을 계속 유지할 것 / The applicant must continuously satisfy all eligibility requirement, including residence, employment/start-up, and income requirements. / 2.",auto_extracted,0.98
b44b1b2b-5b05-571a-b8bc-924f8d301e77,F-2-R,16,application,application:start,전체 사업 접수 시작일,2025-03-07,,date,r16_announcement_2026_0168a48f,0,12,,❍ 접수기간 : ’25. 3. 7.(금) ~ ’26. 9. 18.(금)까지(상시접수),auto_extracted,0.98
2ebdfc96-a983-50be-8ad1-20dda320c236,F-2-R,16,application,application:end,전체 사업 접수 종료일,2026-09-18,,date,r16_announcement_2026_0168a48f,0,12,,❍ 접수기간 : ’25. 3. 7.(금) ~ ’26. 9. 18.(금)까지(상시접수),auto_extracted,0.98
058b69d2-a6e8-5ae5-9633-a9f15411f29b,F-2-R,16,application,application:total_quota,총 모집인원,,311.0,person,r16_announcement_2026_0168a48f,0,12,,❍ 접수기간 : ’25. 3. 7.(금) ~ ’26. 9. 18.(금)까지(상시접수),auto_extracted,0.98
317f77fc-6957-5768-b0c7-805ac0bc8389,F-2-R,16,regional_quota,quota:괴산군:allocated,괴산군 배정 인원,,30.0,person,r16_announcement_2026_0168a48f,0,,5,괴산 | 30 | 16 | 14,auto_extracted,0.98
5d0154b4-dace-5ca2-96e4-f0eefbc922c3,F-2-R,16,regional_quota,quota:괴산군:recommended,괴산군 기추천 인원,,16.0,person,r16_announcement_2026_0168a48f,0,,5,괴산 | 30 | 16 | 14,auto_extracted,0.98
70d308da-90d9-5189-aa87-ee5ff1b5bda6,F-2-R,16,regional_quota,quota:괴산군:remaining,괴산군 잔여 인원,,14.0,person,r16_announcement_2026_0168a48f,0,,5,괴산 | 30 | 16 | 14,auto_extracted,0.98
