criteria_id,visa_id,group_id,requirement_type,criteria_name,criteria_type,comparison_operator,value_number,value_text,unit,threshold_value,point_value,special_case_note,value_status,display_order,valid_from,valid_to,source_document_id,source_section,source_block_index,source_table_index,source_text,source_round,fill_strategy,date_basis,extracted_at,last_verified_at,extraction_status,confidence
f33dcad1-df03-5a50-bd3e-dd464d12a6a5,78dca2d7-f771-553a-b788-46c9ff56d633,959362ca-66e2-5f16-b643-549019cd0a47,income,소득 산정기간,informational,,,previous_calendar_year,,전년도 1월 1일~12월 31일; 증명 발급 전에는 전전년도,,,present,32,,,r17_announcement_2026_df1fdde9,0,40,7,"를 제출하여야 하며, 최초 체류기간 연장 시 학위증 등 입증서류를 제출하여야 함 / * 대학 총장 또는 학과장 명의의 문서로서 ①증명서 발급 당시 졸업요건을 모두 갖추었음이 대학 대표자 명의로 확인되고, ②학위 수여 날짜가 확정되어 문서에 기재되어야 함(유학생의 졸업이 취소될 가능성이 없어 졸업 및 그 날짜가 확정적일 것) / 2) 소득 /  (주체) 신청인(본인) 소득만 인정 /  (기준) 신청일 기준 연간 소득*이 추천서를 발급하는 광역** 이상 / * 신청일 기준 전년도 1. 1. ~ 12. 31.까지의 연간 소득을 말하며, 전년도 소득금액증명 등 공적 증명서류가 발급되기 전의 시기에는 전전년도의 연간 소득금액 기준 / ** 매년 광역지자체별로 공표하는 생활임금으로, 신청일이 속하는 연도의 생활임금 기준 /  (인정되는 소득) 「소득세법」 제4조제1항에 따른 다음 소득을 합산 / - 이자소득, 배당소득, 사업소득, 근로소득, 연금소득, 기타소득 / - 각 소득은 소득세를 납부한 경우에만 인정 / - 「소득세법」 제12조(비과세소득)에 따라 소득세를 납부하지 않아도",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
b38b821c-ddb6-5334-9b4d-80507f04e7c0,78dca2d7-f771-553a-b788-46c9ff56d633,959362ca-66e2-5f16-b643-549019cd0a47,income,인정 소득 종류,binary,IN,,"interest,dividend,business,employment,pension,other",,이자·배당·사업·근로·연금·기타소득 합산,,,present,33,,,r17_announcement_2026_df1fdde9,0,40,7,"/  (주체) 신청인(본인) 소득만 인정 /  (기준) 신청일 기준 연간 소득*이 추천서를 발급하는 광역** 이상 / * 신청일 기준 전년도 1. 1. ~ 12. 31.까지의 연간 소득을 말하며, 전년도 소득금액증명 등 공적 증명서류가 발급되기 전의 시기에는 전전년도의 연간 소득금액 기준 / ** 매년 광역지자체별로 공표하는 생활임금으로, 신청일이 속하는 연도의 생활임금 기준 /  (인정되는 소득) 「소득세법」 제4조제1항에 따른 다음 소득을 합산 / - 이자소득, 배당소득, 사업소득, 근로소득, 연금소득, 기타소득 / - 각 소득은 소득세를 납부한 경우에만 인정 / - 「소득세법」 제12조(비과세소득)에 따라 소득세를 납부하지 않아도 되는 소득일 경우 관련 증빙자료 등을 검토하여 인정 여부 결정 / 나. 거주지 /  (원칙) 추천지역 내에서 계속하여 거주 /  (실거주 인정 특례) 지자체에 추천서 발급 신청 시까지 부득이한 사정으로 실거주 요건을 충족하지 못한 경우 / - (유예기간) 자격 변경 후 30일 이내 체류지 관할 지방출입국‧외국인관서 등에 전입신고 및",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
89209af0-00ac-5d71-95ef-12bb47332b74,78dca2d7-f771-553a-b788-46c9ff56d633,3641ad2c-2523-5aa4-ac30-59af0786c6f5,residence,추천지역 계속 거주,binary,=,,recommended_region,,추천지역 내 계속 거주,,,present,40,,,r17_announcement_2026_df1fdde9,0,40,7,"금액 기준 / ** 매년 광역지자체별로 공표하는 생활임금으로, 신청일이 속하는 연도의 생활임금 기준 /  (인정되는 소득) 「소득세법」 제4조제1항에 따른 다음 소득을 합산 / - 이자소득, 배당소득, 사업소득, 근로소득, 연금소득, 기타소득 / - 각 소득은 소득세를 납부한 경우에만 인정 / - 「소득세법」 제12조(비과세소득)에 따라 소득세를 납부하지 않아도 되는 소득일 경우 관련 증빙자료 등을 검토하여 인정 여부 결정 / 나. 거주지 /  (원칙) 추천지역 내에서 계속하여 거주 /  (실거주 인정 특례) 지자체에 추천서 발급 신청 시까지 부득이한 사정으로 실거주 요건을 충족하지 못한 경우 / - (유예기간) 자격 변경 후 30일 이내 체류지 관할 지방출입국‧외국인관서 등에 전입신고 및 이사 완료 시 실거주로 인정 / - (제출서류) 임대차계약서, 숙소제공확인서(숙소제공 예정인 경우 숙소제공예정자의 확인 서명 등 필요) 등 실거주 예정임을 확인할 수 있는 서류 / ※ 지자체와 지방출입국‧외국인관서에 동일 서류 제출 / - (참고 사항",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
270746fe-770b-5419-a392-c6f75bf24fe1,78dca2d7-f771-553a-b788-46c9ff56d633,3641ad2c-2523-5aa4-ac30-59af0786c6f5,residence,실거주 유예,binary,<=,30.0,,day,자격변경 후 30일 이내 전입신고와 이사 완료,,,present,41,,,r17_announcement_2026_df1fdde9,0,40,7,"득을 합산 / - 이자소득, 배당소득, 사업소득, 근로소득, 연금소득, 기타소득 / - 각 소득은 소득세를 납부한 경우에만 인정 / - 「소득세법」 제12조(비과세소득)에 따라 소득세를 납부하지 않아도 되는 소득일 경우 관련 증빙자료 등을 검토하여 인정 여부 결정 / 나. 거주지 /  (원칙) 추천지역 내에서 계속하여 거주 /  (실거주 인정 특례) 지자체에 추천서 발급 신청 시까지 부득이한 사정으로 실거주 요건을 충족하지 못한 경우 / - (유예기간) 자격 변경 후 30일 이내 체류지 관할 지방출입국‧외국인관서 등에 전입신고 및 이사 완료 시 실거주로 인정 / - (제출서류) 임대차계약서, 숙소제공확인서(숙소제공 예정인 경우 숙소제공예정자의 확인 서명 등 필요) 등 실거주 예정임을 확인할 수 있는 서류 / ※ 지자체와 지방출입국‧외국인관서에 동일 서류 제출 / - (참고 사항) 임대차계약서의 계약일부터 전입신고일까지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
c843fa0b-2249-5202-a9e6-819c7bd536a2,78dca2d7-f771-553a-b788-46c9ff56d633,3641ad2c-2523-5aa4-ac30-59af0786c6f5,residence,최초 추천지역 실거주,binary,>=,2.0,,year,허가일부터 최초 2년,,,present,42,,,r17_announcement_2026_df1fdde9,0,40,7,"관할 지방출입국‧외국인관서 등에 전입신고 및 이사 완료 시 실거주로 인정 / - (제출서류) 임대차계약서, 숙소제공확인서(숙소제공 예정인 경우 숙소제공예정자의 확인 서명 등 필요) 등 실거주 예정임을 확인할 수 있는 서류 / ※ 지자체와 지방출입국‧외국인관서에 동일 서류 제출 / - (참고 사항) 임대차계약서의 계약일부터 전입신고일까지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
b10ef77f-ea4c-5aa5-8f73-df866773d28a,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,근무 지역,binary,IN,,recommended_region,,근무처가 추천지역 내 소재,,,present,50,,,r17_announcement_2026_df1fdde9,0,40,7,"수 있는 서류 / ※ 지자체와 지방출입국‧외국인관서에 동일 서류 제출 / - (참고 사항) 임대차계약서의 계약일부터 전입신고일까지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
f1a32361-3f23-557f-bd10-c4ea7095b163,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,근로계약서상 연봉,binary,>=,30539916.0,,KRW/year,"연 30,539,916원 이상",,,present,51,2026-01-01,,r17_announcement_2026_df1fdde9,0,40,7,"외국인관서에 동일 서류 제출 / - (참고 사항) 임대차계약서의 계약일부터 전입신고일까지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2",17,latest,2026 annual living-wage standard,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
4c4efe99-a839-57e8-a002-595dfe9a2abd,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,근로 시작 기한,binary,<=,3.0,,month,신청일 이후 3개월 이내,,,present,52,,,r17_announcement_2026_df1fdde9,0,40,7,"지 15일 초과 시 출입국관리법 제36조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
dc65cc6f-47e4-50b5-b742-28086578f8c0,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,근로계약 기간,binary,>=,1.0,,year,1년 이상,,,present,53,,,r17_announcement_2026_df1fdde9,0,40,7,"조(체류지 변경의 신고) 위반 / ※ 특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액)",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
7fb2b36c-5af1-5281-b7ee-8a5d80a66873,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,고용주·사용자 동일,binary,=,,same_entity,,고용주와 사용자가 같아야 함,,,present,54,,,r17_announcement_2026_df1fdde9,0,40,7,"특례 조건 위반 시 체류자격 취소 가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
c2b66cb5-dea6-5211-859a-3ab090a569d5,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,일당제·파견제 취업 금지,binary,NOT_IN,,daily_or_dispatched_work,,취업알선·인력파견 업체 소속의 일당제 또는 파견제 취업 불가,,,present,55,,,r17_announcement_2026_df1fdde9,0,40,7,"가능 / ❍ (기간) 허가일로부터 최초 2년은 추천지역에 실거주 / ※ 2년 경과 시 동일 광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
f5f44a24-d4f0-5f04-83d4-b20942f31ba9,78dca2d7-f771-553a-b788-46c9ff56d633,9696027e-21c2-5549-97e5-1fd1a873b5a7,employment,근무처 변경 제한,binary,>=,1.0,,year,자격변경 후 1년 이내 원칙적 제한,,"휴·폐업, 임금체불 등 예외 시 허가조건 변경 심사",present,56,,,r17_announcement_2026_df1fdde9,0,40,7,"광역지자체 내 다른 인구감소지역으로 이전 가능 / 다. 취업/창업 (두 요건 중 하나만 구비 하면 족함) / 1) 취업 /  (지역) 근무처가 추천지역 내 소재 /  (급여) 근로계약서상 급여 ‘26년도 충청북도 생활임금(연 30,539,916원) 이상 / - 신청일 이후 3개월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
420b0553-817a-5202-a02f-5e342319af5c,78dca2d7-f771-553a-b788-46c9ff56d633,095770ae-5970-5239-b762-5677b5ff93bc,entrepreneurship,사업체 소재지,binary,IN,,recommended_region,,사업체가 추천지역 내 소재,,,present,60,,,r17_announcement_2026_df1fdde9,0,40,7,"월 이내 근로 시작, 계약기간 1년 이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
9c04bb1f-ecc6-5c42-b7dc-72b997de2d2e,78dca2d7-f771-553a-b788-46c9ff56d633,095770ae-5970-5239-b762-5677b5ff93bc,entrepreneurship,총 투자금액,binary,>=,200000000.0,,KRW,2억원 이상,,,present,61,,,r17_announcement_2026_df1fdde9,0,40,7,"이상 유효할 것 / - 고용주와 사용자가 동일하여야 하며 취업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (기간) 허가일 기준 최초 2년은",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
6f0b4d1c-81ad-5796-abcc-c8a7db09f2a4,78dca2d7-f771-553a-b788-46c9ff56d633,095770ae-5970-5239-b762-5677b5ff93bc,entrepreneurship,해외 반입 외국자본,binary,>=,100000000.0,,KRW,1억원 이상,,,present,62,,,r17_announcement_2026_df1fdde9,0,40,7,"업알선 업체, 인력파견 업체 등에 소속되어 일당제 또는 파견제 형식의 취업 불가 / - 자격 변경 후 1년 이내 근무처 변경 제한(단, 사업장 휴·폐업, 임금 체불 등*으로 동일 근무처에서 근무가 곤란한 경우에는 “허가조건 변경(근무처 변경)” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (기간) 허가일 기준 최초 2년은 추천지역에서 취‧창업 / ※ 2년 경과 시 동일 광역자치단체 내 다른 인구감소지",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
858aaf7b-8296-5843-81f4-a71868f4f781,78dca2d7-f771-553a-b788-46c9ff56d633,095770ae-5970-5239-b762-5677b5ff93bc,entrepreneurship,창업 설립방식,binary,IN,,foreign_invested_company_or_eligible_sole_proprietor,,외국인투자기업 또는 외자 도입 후 사업자등록한 개인사업자,,,present,63,,,r17_announcement_2026_df1fdde9,0,40,7,")” 심사를 받아 변경이 가능하되, 새로운 근무처에서 다시 1년 동안 원칙적으로 근무처 변경 제한) / 2) 창업 /  (지역) 사업체가 추천지역 내 소재 /  (투자금액) 2억원 이상 / - 국내 형성 자금을 인정하되, 1억원은 해외에서 국내로 반입한 외국 자본*이어야 함 / * 투자자금 도입 및 자본금 사용내역 요건은 법인인 경우 법인에 투자(D-8-1), 개인사업자인 경우 개인사업자(D-9-4) 요건 적용 /  (설립방식) ｢외국인투자촉진법｣에 따른 외국인투자기업(법인)이나 개인사업자 또는 ｢외국환거래법｣ 및 ｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (기간) 허가일 기준 최초 2년은 추천지역에서 취‧창업 / ※ 2년 경과 시 동일 광역자치단체 내 다른 인구감소지역에 취‧창업 가능 /  (취업 ․ 창업 간 변경) 취업 또는 창업 활동 요건을 충족 시 취업‧창업 간 변경이 가능하며, 취업·창업 활동의 요건을 모두 충족하면 동시에 취업과 창업 활동 가능 / 라. 품행단정 /  아래 결격사유에",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
5dc8eee8-783c-5073-a562-92e6718e815e,78dca2d7-f771-553a-b788-46c9ff56d633,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,conduct,특정 중대범죄 전력,binary,NOT_EXISTS,,,,특정강력범죄·협박·공갈·사기·전화금융사기·마약·성폭력 형 선고 사실 없음,,,present,70,,,r17_announcement_2026_df1fdde9,0,40,7,"｢외국환거래규정｣에 따라 외자를 도입하고 사업자등록을 한 개인사업자 / 3) 유의사항 /  (기간) 허가일 기준 최초 2년은 추천지역에서 취‧창업 / ※ 2년 경과 시 동일 광역자치단체 내 다른 인구감소지역에 취‧창업 가능 /  (취업 ․ 창업 간 변경) 취업 또는 창업 활동 요건을 충족 시 취업‧창업 간 변경이 가능하며, 취업·창업 활동의 요건을 모두 충족하면 동시에 취업과 창업 활동 가능 / 라. 품행단정 /  아래 결격사유에 해당하지 않을 것 / ① 국내 또는 해외에서 「특정강력범죄의 처벌에 관한 특례법」 제2조에서 규정한 특정강력범죄와 협박, 공갈, 사기, 전화금융사기, 마약, 성폭력 관련 범죄로 형을 선고받은 사실이 있는 경우 / ② 국내 또는 해외에서 금고 이상의 형(집행유예 포함)의 선고를 받고 그 형의 집행이 종료되거나 집행을 받지 아니하기로 한 날로부터 5년이 지나지 않은 경우 / ③ 신청일로부터 3년 이내에 300만 원 이상의 벌금형을 선고받은 경우 / ④ 신청일로부터 3년 이내에 출입국관리법을 위반하여 받은 범칙금 합산 금액",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
d1cdcfbf-9e6f-5d9e-ab6a-ef633982b8f3,78dca2d7-f771-553a-b788-46c9ff56d633,a086c0af-93b6-55fa-be8c-20ba5f1d8f80,conduct,금고 이상 형 경과기간,binary,>=,5.0,,year,집행 종료·면제일부터 5년 경과,,,present,71,,,r17_announcement_2026_df1fdde9,0,40,7,"취‧창업 가능 /  (취업 ․ 창업 간 변경) 취업 또는 창업 활동 요건을 충족 시 취업‧창업 간 변경이 가능하며, 취업·창업 활동의 요건을 모두 충족하면 동시에 취업과 창업 활동 가능 / 라. 품행단정 /  아래 결격사유에 해당하지 않을 것 / ① 국내 또는 해외에서 「특정강력범죄의 처벌에 관한 특례법」 제2조에서 규정한 특정강력범죄와 협박, 공갈, 사기, 전화금융사기, 마약, 성폭력 관련 범죄로 형을 선고받은 사실이 있는 경우 / ② 국내 또는 해외에서 금고 이상의 형(집행유예 포함)의 선고를 받고 그 형의 집행이 종료되거나 집행을 받지 아니하기로 한 날로부터 5년이 지나지 않은 경우 / ③ 신청일로부터 3년 이내에 300만 원 이상의 벌금형을 선고받은 경우 / ④ 신청일로부터 3년 이내에 출입국관리법을 위반하여 받은 범칙금 합산 금액이 500만 원 이상인 경우 / ⑤ 최근 3년 이내에 3회 이상 범칙금 처분을 받은 경우 / ⑥ 「출입국관리법」 제11조 제1항에서 정한 입국금지 대상자 /  (준법 시민교육) 지역특화형 우수인재 자격변경 및",17,latest,not_explicit_in_source,2026-08-15T03:40:11+00:00,2026-08-15,reviewed,0.99
