document_requirement_id,visa_id,submission_stage,submitted_by,document_category,alternative_group,document_name,required_status,condition_note,display_order,valid_from,valid_to,source_document_id,source_section,source_block_index,source_table_index,source_text,source_round,fill_strategy,date_basis,extracted_at,last_verified_at,extraction_status,confidence
45670f94-10ef-50c8-8481-d30f1df43420,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,취업 신청자,employment,,재직증명서,conditional,취업 신청 시,11,,,r17_announcement_2026_df1fdde9,0,42,9,"<시군 제출 서류> / □ 외국인 / - 신 청 자 / ① 통합신청서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) /",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
b087f006-9e71-5fc3-ae20-906a1f172d5a,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,취업 신청자,employment,,사업자등록증,conditional,취업 신청 시 고용기업 확인,12,,,r17_announcement_2026_df1fdde9,0,42,9,"<시군 제출 서류> / □ 외국인 / - 신 청 자 / ① 통합신청서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
106756d3-5217-59e5-b7fb-ff9d2f01db5b,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,취업 신청자,employment,,법인등기부등본,conditional,취업 신청 시,13,,,r17_announcement_2026_df1fdde9,0,42,9,"<시군 제출 서류> / □ 외국인 / - 신 청 자 / ① 통합신청서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
543bc13b-d1f3-5ddb-84d4-6959a91bffbb,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,entrepreneurship,,투자금 증빙서류,conditional,창업 신청 시,14,,,r17_announcement_2026_df1fdde9,0,42,9,"/ - 신 청 자 / ① 통합신청서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
e3b353da-1a03-58c7-835b-393568032863,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,entrepreneurship,,사업자등록증,conditional,창업 신청 시,15,,,r17_announcement_2026_df1fdde9,0,42,9,"/ ① 통합신청서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
631fd61b-431c-52f4-862d-c751e5089a91,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,entrepreneurship,,법인등기사항전부증명서,conditional,법인 창업 신청 시,16,,,r17_announcement_2026_df1fdde9,0,42,9,"서, 여권 사본, 외국인등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
1d4ecfed-23c0-52cc-b105-c7f70315a462,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,entrepreneurship,,사업장 존재 입증서류,conditional,"임대차계약서, 전경·사무공간·간판 사진 등",17,,,r17_announcement_2026_df1fdde9,0,42,9,"등록증 사본, 외국인등록사실증명(필수) / ② 소득, 학력 입증서류 (㉮, ㉯ 두 요건 중 하나만 구비 하면 족함) / 거주지 입증서류 : 부동산임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
28ae356a-cc10-5813-a902-0b2d8b1bb9dc,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,investment,,외화반출허가(신고)서,conditional,해당자,18,,,r17_announcement_2026_df1fdde9,0,42,9,"임대차계약서, 부동산등기부등본, 기숙사(숙소) 제공확인서* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명부 / 지역활력 소상공인 고용특례에 해당 할 경우, 필요 서류 : 중소기업(소상공인)확인서, 농업법인(영농조합법인) 설립신고확인증, 부가가치세",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
c50f33aa-424f-51db-a21d-70847940d29e,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,investment,,송금확인증,conditional,투자자금 도입 입증,19,,,r17_announcement_2026_df1fdde9,0,42,9,"* 등(택1) / * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명부 / 지역활력 소상공인 고용특례에 해당 할 경우, 필요 서류 : 중소기업(소상공인)확인서, 농업법인(영농조합법인) 설립신고확인증, 부가가치세 과세표준 증명 또는 면세사업자 수입금액증명",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
97b1b229-e766-5110-86cf-91fbf3ab9e1e,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,investment,,외국환 매입증명서,conditional,투자자금 도입 입증,20,,,r17_announcement_2026_df1fdde9,0,42,9,"/ * 숙소제공자의 확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명부 / 지역활력 소상공인 고용특례에 해당 할 경우, 필요 서류 : 중소기업(소상공인)확인서, 농업법인(영농조합법인) 설립신고확인증, 부가가치세 과세표준 증명 또는 면세사업자 수입금액증명 등 / 기본소양 입증",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
fc764466-36a3-57a7-9d88-22ee70a0050f,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,investment,,세관신고서,conditional,투자자금 도입 입증,21,,,r17_announcement_2026_df1fdde9,0,42,9,"확인 서명 등이 필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명부 / 지역활력 소상공인 고용특례에 해당 할 경우, 필요 서류 : 중소기업(소상공인)확인서, 농업법인(영농조합법인) 설립신고확인증, 부가가치세 과세표준 증명 또는 면세사업자 수입금액증명 등 / 기본소양 입증서류 : 사회",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
fc9e2d40-8f4b-5cee-8ba0-d814c08565fa,78dca2d7-f771-553a-b788-46c9ff56d633,city_county,창업 신청자,investment,,자본금 사용내역 입증서류,conditional,"영수증, 인테리어 비용, 국내은행 계좌 입출금 내역 등",22,,,r17_announcement_2026_df1fdde9,0,42,9,"필요하며, 실거주 예정임을 확인할 수 있어야함 / 경제활동 입증서류 / - (취업) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / - (창업) 투자금 증빙서류*, 사업자등록증, 법인등기사항전부증명서, 사업장 존재 입증 서류 (사무실 임대차 계약서, 사업장 전경‧사무공간‧간판 사진 등 자료) 등 / * 해당국 세관이나 본국 은행 (금융기관)의 외화반출허가(신고)서(해당자), 투자자금 도입 내역서 (송금확인증, 외국환 매입증명서, 세관신고서 등), 자본금 사용내역 입증서류 (물품구매 영수증, 사무실 인테리어 비용, 국내은행 계좌 입출금 내역서 등) / 고용기업 요건 확인에 필요한 서류 : 사업자등록증 사본, 납세증명서, 지방세납세증며서, 4대 보험 가입자 명부, 고용보험 가입자 명부 / 지역활력 소상공인 고용특례에 해당 할 경우, 필요 서류 : 중소기업(소상공인)확인서, 농업법인(영농조합법인) 설립신고확인증, 부가가치세 과세표준 증명 또는 면세사업자 수입금액증명 등 / 기본소양 입증서류 : 사회통합프로그램 3단계 이상 이수증",17,latest,round-17 document list,2026-08-18T07:51:13+00:00,2026-08-18,reviewed,0.99
