document_requirement_id,stage_id,document_name,document_category,filled_by,submitted_by,submission_target,signer,requirement_status,alternative_group,condition_note,display_order,valid_from,valid_to,source_document_id,source_page,last_verified_at,notes
27c0d1dc-d65d-4e1b-b8d9-4b38025106bf,ac419d10-617a-4fdf-a160-ceec3259432f,지방세납세증명서,EMPLOYMENT,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),REQUIRED,,기업의 세금체납 여부 확인용,220,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
a17d8214-cd5e-4bc9-b142-eb2b7d062669,ac419d10-617a-4fdf-a160-ceec3259432f,4대 보험 가입자 명부(고용보험 가입자 명부),EMPLOYMENT,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),ALTERNATIVE,EMPLOYMENT_INSURANCE_PROOF,"원문: '4대 보험 가입자 명부(고용보험 가입자 명부) 또는 농업경영체등록(국립농산물품질관리원) 또는 공사금액입증서류(건설업에 한함)'. 판단: 공사금액입증서류는 '건설업에 한함'이라는 문구가 일반 대체 선택지가 아니라 건설업 고용주에게만 적용되는 제출 범위 제한으로 읽혀, 고용보험/농업경영체등록 2개만 ALTERNATIVE(EMPLOYMENT_INSURANCE_PROOF)로 묶고 공사금액입증서류는 별도 CONDITIONAL 행으로 분리함(task-7-brief.md 항목 13 판단 근거).",230,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
ff4217b0-1931-4632-9b50-25b265807357,ac419d10-617a-4fdf-a160-ceec3259432f,농업경영체등록(국립농산물품질관리원),EMPLOYMENT,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),ALTERNATIVE,EMPLOYMENT_INSURANCE_PROOF,"원문: '4대 보험 가입자 명부(고용보험 가입자 명부) 또는 농업경영체등록(국립농산물품질관리원) 또는 공사금액입증서류(건설업에 한함)'. 판단: 공사금액입증서류는 '건설업에 한함'이라는 문구가 일반 대체 선택지가 아니라 건설업 고용주에게만 적용되는 제출 범위 제한으로 읽혀, 고용보험/농업경영체등록 2개만 ALTERNATIVE(EMPLOYMENT_INSURANCE_PROOF)로 묶고 공사금액입증서류는 별도 CONDITIONAL 행으로 분리함(task-7-brief.md 항목 13 판단 근거).",240,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
c1bdf5b0-0d5d-4772-ad62-9f78757edeb0,ac419d10-617a-4fdf-a160-ceec3259432f,공사금액입증서류(건설업에 한함),EMPLOYMENT,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,건설업에 한함,250,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
abbde325-2173-4681-9add-f00981b76675,ac419d10-617a-4fdf-a160-ceec3259432f,추천자 신분증 사본,IDENTITY,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),REQUIRED,,고용기업 추천서(서식5)와 함께 제출,260,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
9c74807b-929a-4b5f-97aa-2b0bb54bee2f,ac419d10-617a-4fdf-a160-ceec3259432f,국내 자격증 사본,OTHER,해당 없음(발급기관 발급서류),외국인 본인,시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,가점 해당자만 제출,270,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
1ae68fda-bfa2-49d8-9c18-d8df9fd1bd6b,ac419d10-617a-4fdf-a160-ceec3259432f,국내 학위증 사본,EDUCATION,해당 없음(발급기관 발급서류),외국인 본인,시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,가점 해당자만 제출,280,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
1d72fee3-17de-42b5-a3fd-18e8b1b8e436,ac419d10-617a-4fdf-a160-ceec3259432f,국내 운전면허증 사본,OTHER,해당 없음(발급기관 발급서류),외국인 본인,시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,가점 해당자만 제출,290,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
e2bb8c54-5f58-463b-ac92-17feec67ce87,ac419d10-617a-4fdf-a160-ceec3259432f,구직등록필증 사본,EMPLOYMENT,해당 없음(발급기관 발급서류),외국인 본인,시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,"구직 중인 E9, E10, H2 제출",300,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
38de42a0-28d1-4ca8-b291-1cd0d5f9a9d6,ac419d10-617a-4fdf-a160-ceec3259432f,원청확인서 또는 기자재업체확인서,EMPLOYMENT,원청 또는 기자재업체,현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),원청 또는 기자재업체,CONDITIONAL,,조선업만 해당,310,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
34fd4f66-4b56-4416-985c-9bfe9fbd47eb,ac419d10-617a-4fdf-a160-ceec3259432f,내항여객운송사업면허증 또는 내항화물운송사업등록증,EMPLOYMENT,해당 없음(발급기관 발급서류),현재 근무처(외국인 본인이 시군에 같이 제출),시군 지역특화비자 담당부서(○○시장·군수),해당 없음(발급기관 발급서류),CONDITIONAL,,내항정기운송사업만 해당,320,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-24,
888d71b1-17e8-490b-bd54-95800122199b,532681ef-6e33-44eb-ab4d-62af6b42c3fe,통합신청서,APPLICATION,외국인 신청자,외국인 신청자,시·군 지역특화비자 담당부서,외국인 신청자,REQUIRED,,,1,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 f2032bf8-91ca-566e-b8c1-d123ccda2fde 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
f314edaa-b5c4-4c51-b6a7-c2b5567ba27b,532681ef-6e33-44eb-ab4d-62af6b42c3fe,여권 사본,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,2,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 89a1b371-a58e-5230-b56d-8c9d1fcfe23d 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
3e4ca84d-1732-4a9d-a96d-a674bdb664a3,532681ef-6e33-44eb-ab4d-62af6b42c3fe,외국인등록증 사본,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,3,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 93314914-4be0-58be-997c-b11e7abf8458 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
62a23d43-1c09-44af-ab67-f8350da76660,532681ef-6e33-44eb-ab4d-62af6b42c3fe,외국인등록사실증명,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,4,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 1c637de8-3c70-503c-a4c5-8e3dee1772bd 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
e27c008e-700c-4f26-9113-3c00dcca094e,532681ef-6e33-44eb-ab4d-62af6b42c3fe,학력 입증서류,EDUCATION,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,EDUCATION_OR_INCOME,학력 또는 소득 중 충족하는 요건의 입증서류,5,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 d894e4d9-e884-55f3-9ade-ca1f80be6910 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
a771432e-6b4f-4a3e-9265-911eadffdf24,532681ef-6e33-44eb-ab4d-62af6b42c3fe,소득 입증서류,INCOME,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,EDUCATION_OR_INCOME,학력 또는 소득 중 충족하는 요건의 입증서류,6,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 42229f6a-06b3-5d8f-a102-30cb547ba577 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
32b594a0-215e-4958-b05e-14166703ed1b,532681ef-6e33-44eb-ab4d-62af6b42c3fe,부동산임대차계약서,RESIDENCE,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,RESIDENCE_PROOF,거주지 입증서류 예시 중 택1; 원문 '등'에 따라 목록은 비폐쇄,7,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 5af0aa6c-9706-5f61-a949-eeeff7f8a244 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
b1f68dc7-22db-4195-aaed-63aa080005cf,532681ef-6e33-44eb-ab4d-62af6b42c3fe,부동산등기부등본,RESIDENCE,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,RESIDENCE_PROOF,거주지 입증서류 예시 중 택1; 원문 '등'에 따라 목록은 비폐쇄,8,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 5c9dc4a2-9b91-54ca-a147-38b52ccd6795 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
e7cae1ba-ff2c-46e7-9f7a-675520496fa5,532681ef-6e33-44eb-ab4d-62af6b42c3fe,기숙사(숙소) 제공확인서,RESIDENCE,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,RESIDENCE_PROOF,거주지 입증서류 예시 중 택1; 원문 '등'에 따라 목록은 비폐쇄,9,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 b421c216-adef-5292-862e-362fd60fddf5 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
e807f21d-b04f-4120-a2b0-de74173c41d6,532681ef-6e33-44eb-ab4d-62af6b42c3fe,고용계약서,EMPLOYMENT,고용주와 외국인 신청자,취업 신청자,시·군 지역특화비자 담당부서,고용주와 외국인 신청자,CONDITIONAL,,취업 신청 시,10,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 5e1cc453-981f-59eb-97ab-4ae124cad88e 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
248cc8fc-f989-4c23-8261-2c2c188674d6,532681ef-6e33-44eb-ab4d-62af6b42c3fe,재직증명서,EMPLOYMENT,고용기업,취업 신청자,시·군 지역특화비자 담당부서,고용기업,CONDITIONAL,,취업 신청 시,11,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 45670f94-10ef-50c8-8481-d30f1df43420 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
460a3c45-2aec-45b3-8a21-e1e611816c2d,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사업자등록증,EMPLOYMENT,해당 서류 작성·발급 주체,취업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,취업 신청 시 고용기업 확인,12,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 b087f006-9e71-5fc3-ae20-906a1f172d5a 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
7b89fe42-eb3f-4cf1-8b24-b294b24f795d,532681ef-6e33-44eb-ab4d-62af6b42c3fe,법인등기부등본,EMPLOYMENT,해당 서류 작성·발급 주체,취업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,취업 신청 시,13,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 106756d3-5217-59e5-b7fb-ff9d2f01db5b 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
bed8eb00-4a87-4a9e-a6a5-4a8bb10e5c43,532681ef-6e33-44eb-ab4d-62af6b42c3fe,투자금 증빙서류,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,창업 신청 시,14,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 543bc13b-d1f3-5ddb-84d4-6959a91bffbb 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
2a5feae6-ade1-4589-a711-bcfb3ba1c564,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사업자등록증,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,창업 신청 시,15,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 e3b353da-1a03-58c7-835b-393568032863 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
24c996cd-6f1c-40b5-b8a2-95de7d1a0c2d,532681ef-6e33-44eb-ab4d-62af6b42c3fe,법인등기사항전부증명서,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,법인 창업 신청 시,16,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 631fd61b-431c-52f4-862d-c751e5089a91 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
50011f80-1c98-4c2b-a7ab-27e15383707e,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사업장 존재 입증서류,OTHER,창업 신청자와 해당 증빙 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 증빙 작성·발급 주체,CONDITIONAL,,"임대차계약서, 전경·사무공간·간판 사진 등",17,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 1d4ecfed-23c0-52cc-b105-c7f70315a462 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
ddb3b023-4c2f-488b-8963-be47c40fb0d4,532681ef-6e33-44eb-ab4d-62af6b42c3fe,외화반출허가(신고)서,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,해당자,18,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 28ae356a-cc10-5813-a902-0b2d8b1bb9dc 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
