mapping_id,visa_id,source_dataset,source_table,source_record_id,source_group_path,source_document_id,source_page,valid_from,valid_to,target_table,target_record_id,mapping_action,mapping_status,blocking_reason,mapped_at,mapping_note
12acfcdd-625c-452f-8225-17402095ca05,606d8651-1d04-47fe-8f69-165b3ed3d834,D_visa_requirements,visa_requirement_criteria,b69c5d7a-a111-4bd7-b58d-714b4f8c0e11,,c4e3a139-af13-44ce-b72f-1f223bfc8db5,3,2025-03-07,2026-09-18,visa_requirement_criteria,6398b227-a194-4d20-80ab-cecf2208f88d,TRANSFORM,MAPPED,,2026-08-24,v2 조건 그룹 트리 재구성 대상(plan 3.5단계) — Task 4에서 실제 visa_criterion_groups/visa_requirement_criteria 행 생성 완료. condition_group='' condition_operator=''.
eb9435a7-58c9-4382-a030-94becc012153,606d8651-1d04-47fe-8f69-165b3ed3d834,D_visa_requirements,visa_process_stages,bc64b5d9-04b4-481b-9ec6-15e889eaebd1,,c4e3a139-af13-44ce-b72f-1f223bfc8db5,2,2025-03-07,2026-09-18,visa_process_stages,deb13822-68fb-4c81-9be9-18341d8771f1,COPY,MAPPED,,2026-08-24,v1 공통 마스터(D_visa_requirements) 기존 행 — 이슈 #42 검증 완료 기준.
f8052449-972e-4182-9a66-54cbcb5b109a,606d8651-1d04-47fe-8f69-165b3ed3d834,D_visa_requirements,visa_process_stages,02205103-eecf-4139-b270-0d34dbcbd5f3,,c4e3a139-af13-44ce-b72f-1f223bfc8db5,"2,5",2025-03-07,2026-09-18,visa_process_stages,94b1aeb9-8914-4be3-944c-0fc30ef59cc8,COPY,MAPPED,,2026-08-24,v1 공통 마스터(D_visa_requirements) 기존 행 — 이슈 #42 검증 완료 기준.
3bfc639e-0e31-475b-96ee-f8403731fc09,606d8651-1d04-47fe-8f69-165b3ed3d834,D_visa_requirements,visa_process_stages,04e97c33-a404-430a-988d-b9abb60bf5c3,,c4e3a139-af13-44ce-b72f-1f223bfc8db5,"2,5",2025-03-07,2026-09-18,visa_process_stages,22400417-0b1f-47d0-a798-a648a4b627b9,COPY,MAPPED,,2026-08-24,v1 공통 마스터(D_visa_requirements) 기존 행 — 이슈 #42 검증 완료 기준.
8b700a4f-bfe0-4a18-ba92-a7de77172663,606d8651-1d04-47fe-8f69-165b3ed3d834,D_visa_requirements,visa_process_stages,55479387-c80c-4fbc-86a5-f8ab7e5ef014,,c4e3a139-af13-44ce-b72f-1f223bfc8db5,"2,5,7",2025-03-07,2026-09-18,visa_process_stages,8b308d45-ad4f-4a41-b374-160ef530209a,COPY,MAPPED,,2026-08-24,v1 공통 마스터(D_visa_requirements) 기존 행 — 이슈 #42 검증 완료 기준.
4cd82835-b4c0-4686-879b-620319ce316f,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirements,78dca2d7-f771-553a-b788-46c9ff56d633,,2c892d50-7de9-431f-95f7-c02c7b2a7d76,1,2025-03-07,2026-09-18,visa_requirements,a228433b-abe4-4785-8496-3e1cb3d597c1,TRANSFORM,MAPPED,,2026-08-24,"visa_id는 재사용한다. program_type은 REGIONAL_SPECIALIZED, target_regions_json은 공통 지역 목록으로 변환하고, 17차 total_quota=311과 quota_type=LIMITED로 변환한다."
42ea29ab-60f9-4f35-816c-1f67133e1dc4,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,2a9238b5-4aa5-582a-953a-ee817ffa34c8,root > applicant_status,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,1dea27f6-a648-4359-b526-c432fe997108,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
e7abe5a6-e5e6-4036-ada3-47b516b617df,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,e6d7166a-7ebe-5c9b-bc60-0131d276d9d5,root > applicant_status,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,5ccfc29b-0289-4f55-8458-e708c8f3787d,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
569fb868-e811-442e-bc84-9aa5a183e73a,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,e9aba827-5cda-5bdc-a82b-055fe7ccd15a,root > applicant_status,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,6428247e-68a9-42b2-87a8-8f82d03b6e93,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
8cfff5ee-d511-4f08-b3df-a4379042961a,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,02666ce3-947e-540d-b86f-7a80fe14d699,root > applicant_status,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,238c8701-2aed-4a65-a3fe-b2ae83b8c52e,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
547383cc-59dc-41e7-adbd-415ba81685e5,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,cbd4531a-0814-58af-840c-689a718a73ac,root > applicant_status,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,3ff4bf67-c04b-4744-9e29-90ca7dbee389,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
35ddcdd8-54c0-49fc-80cd-0dcf613b70b5,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,df3a97c7-1832-5a27-addf-b33dfb0f9b3a,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,73a65413-d9c8-4562-ad66-f621c78f4e5a,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
8be48d48-f03a-40a3-8337-e6c8c73737c2,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,9b1688a1-763b-54da-95ef-38d3cb326797,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,e99de2e2-917f-4509-9e9f-812c87fa0a98,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
d93997c2-09e0-43c4-b7c1-fdfbf9703370,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,f565e333-063e-5873-bba6-2576093b0698,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2025-03-07,2026-09-18,visa_requirement_criteria,61edeeaa-fdfb-4f47-b40c-637519ae002a,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
440c9c2a-10a8-449e-93ce-d936a57bbd52,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,3d482d2f-83a6-542f-bf97-06cf466d4df2,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-01-01,2026-09-18,visa_requirement_criteria,97c2d7cd-9e9b-452b-8b4e-e89e728cd8f4,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
27c387c5-5533-4238-83f5-a1f91ca9f656,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,f3fcd8d6-afcc-5018-ac81-759c6339984e,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,4c82898d-70ed-471b-ad64-941cc3ba7baa,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
c1d6ca3d-0318-49ab-b074-64c1b6ffd62f,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,f33dcad1-df03-5a50-bd3e-dd464d12a6a5,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,3a3c2b3a-d6d2-4bf4-b569-c4800e2f4744,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
38609a90-b24f-4f97-affd-8bf825bcf5a5,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,b38b821c-ddb6-5334-9b4d-80507f04e7c0,root > education_or_income,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,0c674e1d-910a-46a1-be99-3e853b0dc0e9,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
c93ae5d3-a410-4056-b560-47f40e0badaa,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,89209af0-00ac-5d71-95ef-12bb47332b74,root > residence,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,d98262fd-3dca-468a-b829-8c07284c0bc3,COPY,MAPPED,,2026-08-24,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
65f8b22e-4376-4304-869d-f7f016ddb609,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,270746fe-770b-5419-a392-c6f75bf24fe1,root > residence,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,080833d2-54d8-4436-a1be-ed61969cb6ec,COPY,MAPPED,,2026-08-24,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
40483718-49d4-4be0-8ad5-13f190f4493b,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,c843fa0b-2249-5202-a9e6-819c7bd536a2,root > residence,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2025-03-07,2026-09-18,visa_requirement_criteria,50fbdfc4-913f-4dab-b41c-c8bc3d3a2a36,COPY,MAPPED,,2026-08-24,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
956bba5f-03c3-4dd9-af8c-fc04b355c65d,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,b10ef77f-ea4c-5aa5-8f73-df866773d28a,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,28789275-6af9-4229-a600-26c669685408,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
a59df6f6-5bfc-4a59-8ada-94268050a92f,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,f1a32361-3f23-557f-bd10-c4ea7095b163,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-01-01,2026-09-18,visa_requirement_criteria,f12fba6e-7054-4a57-8a59-49922b571c4c,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
6dfd6429-f766-4f73-9b8f-8db018050591,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,4c4efe99-a839-57e8-a002-595dfe9a2abd,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,cefb52c0-c047-44a3-81f2-a44ce2a2d4ce,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
003f1a3f-b168-4d2e-9884-b3afc4e129cc,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,dc65cc6f-47e4-50b5-b742-28086578f8c0,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,d3c8df8b-bf39-4912-91be-b66cfa447d7c,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
774cb342-2125-4306-bcbf-c5cf8b3c7883,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,7fb2b36c-5af1-5281-b7ee-8a5d80a66873,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,e99ca30f-12b2-4f7a-b46d-cf0fd7e53ebf,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
7ce21274-b397-4b34-9bac-4613446b5db9,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,c2b66cb5-dea6-5211-859a-3ab090a569d5,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,18508c09-9ac3-4116-aa86-29f9bbabce93,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
4e41484c-6d4c-44df-8bd6-2111569f6017,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,f5f44a24-d4f0-5f04-83d4-b20942f31ba9,root > economic_activity > employment,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,7b4d4807-bd58-4564-8b72-2fa1460bdd79,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
ad17e4e0-e3ba-4994-900a-d683cac00e53,a228433b-abe4-4785-8496-3e1cb3d597c1,A_F-2-R,visa_requirement_criteria,420b0553-817a-5202-a02f-5e342319af5c,root > economic_activity > entrepreneurship,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2025-03-07,2026-09-18,visa_requirement_criteria,1953232c-b675-48e8-bdaa-09da05c29713,MANUAL_REVIEW,MAPPED,flat_schema_cannot_represent_nested_and_or,2026-08-25,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다. 이슈 #44 task-12: 원천 visa_criterion_groups.csv의 기존 AND/OR 트리를 v2 group_key(f2r_applicant_status/f2r_education_or_income/f2r_economic_activity/f2r_employment/f2r_restricted_industries/f2r_employer/f2r_small_business_exception/f2r_entrepreneurship)로 재-키(re-key)하여 이관 완료.
